task_id,deadline_days,effort,impact,workload,priority_score,priority_label
15249,18,5,4,7,2.666666667,Medium
15250,26,16,5,3,0.453846154,Low
15251,16,13,6,6,2.275,Medium
15252,23,10,4,2,1.304347826,Low
15253,23,9,8,1,3.504347826,Medium
15254,20,12,4,1,1.1,Low
15255,8,8,9,7,6.65,High
15256,2,13,6,5,15.4,High
15257,16,13,1,4,-0.225,Low
15258,15,19,4,8,0.2,Low
15259,19,6,2,5,1.378947368,Low
15260,22,2,7,7,4.463636364,Medium
15261,25,9,6,3,2.4,Medium
15262,17,7,7,2,3.864705882,Medium
15263,3,14,1,6,7.7,High
15264,29,19,9,2,1.734482759,Low
15265,16,18,4,9,0.275,Low
15266,13,12,1,1,0.407692308,Low
15267,23,17,7,8,1.404347826,Low
15268,10,12,5,4,3.1,Medium
15269,2,16,2,6,12.8,High
15270,20,19,5,5,0.2,Low
15271,18,3,6,4,4.066666667,Medium
15272,21,18,5,5,0.328571429,Low
15273,28,14,7,3,1.771428571,Low
15274,9,2,6,7,5.933333333,High
15275,18,18,3,3,-0.433333333,Low
15276,15,15,6,5,2,Low
15277,22,8,6,9,2.763636364,Medium
15278,14,18,1,1,-0.957142857,Low
15279,15,19,1,9,-1.3,Low
15280,4,18,1,7,4.4,Medium
15281,27,17,8,4,1.711111111,Low
15282,17,5,1,4,1.264705882,Low
15283,8,17,5,4,2.85,Medium
15284,11,5,4,7,3.727272727,Medium
15285,5,3,4,6,7.4,High
15286,19,9,8,2,3.778947368,Medium
15287,20,4,7,7,4.2,Medium
15288,3,1,1,1,10.3,High
15289,22,11,6,2,2.163636364,Medium
15290,29,4,2,8,1.234482759,Low
15291,6,16,7,5,5.3,High
15292,25,11,3,4,0.5,Low
15293,5,4,9,5,9.7,High
15294,19,1,8,3,5.378947368,High
15295,28,10,4,4,1.071428571,Low
15296,21,2,8,5,5.028571429,High
15297,29,15,7,8,1.534482759,Low
15298,14,11,3,8,1.442857143,Low
15299,27,7,9,3,4.211111111,Medium
15300,2,9,5,4,15.7,High
15301,23,1,8,8,5.104347826,High
15302,18,5,7,4,4.166666667,Medium
15303,5,10,7,5,7.5,High
15304,29,13,4,6,0.434482759,Low
15305,23,6,6,4,3.104347826,Medium
15306,22,8,7,7,3.263636364,Medium
15307,21,3,1,6,1.328571429,Low
15308,4,5,2,4,7.5,High
15309,23,1,5,1,3.604347826,Medium
15310,28,19,7,9,0.771428571,Low
15311,25,2,8,8,4.8,Medium
15312,10,12,2,7,1.6,Low
15313,17,6,7,6,4.064705882,Medium
15314,1,7,6,5,31.6,
15315,1,12,9,9,32.1,
15316,8,4,8,9,6.95,High
15317,6,6,1,8,4.3,Medium
15318,21,11,2,4,0.228571429,Low
15319,23,15,2,9,-0.695652174,Low
15320,5,18,3,7,3.9,Medium
15321,14,18,6,5,1.542857143,Low
15322,21,1,5,4,3.728571429,Medium
15323,12,15,1,8,0,Low
15324,12,11,5,7,2.8,Medium
15325,11,1,9,3,7.027272727,High
15326,18,12,2,3,0.266666667,Low
15327,17,2,5,5,3.864705882,Medium
15328,13,17,9,9,3.407692308,Medium
15329,9,17,4,9,1.933333333,Low
15330,16,2,7,8,4.975,Medium
15331,7,16,6,7,4.085714286,Medium
15332,15,10,4,5,2,Low
15333,24,12,8,5,2.85,Medium
15334,28,1,9,7,5.371428571,High
15335,8,10,8,5,5.75,High
15336,19,3,1,4,1.478947368,Low
15337,6,2,3,6,6.1,High
15338,29,7,9,9,4.134482759,Medium
15339,24,2,6,3,3.85,Medium
15340,2,6,2,4,14.8,High
15341,1,18,5,8,28.9,
15342,9,3,4,1,4.733333333,Medium
15343,25,7,2,3,0.8,Low
15344,19,9,5,7,2.278947368,Medium
15345,10,7,2,9,2.6,Medium
15346,4,10,8,9,9.5,High
15347,17,9,5,6,2.464705882,Medium
15348,16,13,2,2,0.275,Low
15349,3,9,9,5,12.7,High
15350,28,15,4,2,0.071428571,Low
15351,9,3,8,7,6.733333333,High
15352,26,6,2,1,0.953846154,Low
15353,28,10,1,9,-0.428571429,Low
15354,4,7,9,6,10.6,High
15355,17,9,3,3,1.464705882,Low
15356,26,12,6,1,1.753846154,Low
15357,13,17,1,4,-0.592307692,Low
15358,25,19,3,5,-1.1,Low
15359,17,1,7,8,5.064705882,High
15360,17,2,6,9,4.364705882,Medium
15361,16,14,7,7,2.575,Medium
15362,15,5,6,2,4,Medium
15363,15,17,1,9,-0.9,Low
15364,8,10,7,4,5.25,High
15365,22,6,8,3,4.163636364,Medium
15366,1,14,1,1,27.7,
15367,27,10,1,3,-0.388888889,Low
15368,6,10,6,6,6,High
15369,11,12,8,5,4.327272727,Medium
15370,9,5,2,2,3.333333333,Medium
15371,21,2,5,9,3.528571429,Medium
15372,28,19,5,3,-0.228571429,Low
15373,10,1,5,6,5.3,High
15374,25,14,9,3,2.9,Medium
15375,18,9,5,5,2.366666667,Medium
15376,20,10,2,6,0.5,Low
15377,14,6,6,3,3.942857143,Medium
15378,10,5,1,5,2.5,Medium
15379,26,4,4,1,2.353846154,Medium
15380,8,13,6,7,4.15,Medium
15381,21,3,6,2,3.828571429,Medium
15382,19,5,7,4,4.078947368,Medium
15383,28,4,4,6,2.271428571,Medium
15384,9,10,1,2,1.833333333,Low
15385,12,9,5,7,3.2,Medium
15386,18,12,6,8,2.266666667,Medium
15387,2,7,9,6,18.1,High
15388,4,12,3,5,6.6,High
15389,18,17,6,2,1.266666667,Low
15390,27,7,5,4,2.211111111,Medium
15391,19,9,9,9,4.278947368,Medium
15392,2,18,9,7,15.9,High
15393,12,12,9,3,4.6,Medium
15394,27,16,2,6,-1.088888889,Low
15395,19,11,1,4,-0.121052632,Low
15396,24,4,1,2,0.95,Low
15397,18,9,5,1,2.366666667,Medium
15398,1,4,8,1,33.2,
15399,26,3,1,7,1.053846154,Low
15400,13,19,8,7,2.507692308,Medium
15401,16,7,1,8,0.975,Low
15402,14,6,1,1,1.442857143,Low
15403,21,15,1,9,-1.071428571,Low
15404,10,3,9,1,6.9,High
15405,15,12,7,1,3.1,Medium
15406,22,15,2,3,-0.636363636,Low
15407,28,15,6,5,1.071428571,Low
15408,2,5,8,1,18,High
15409,6,5,2,2,5,Medium
15410,24,8,2,4,0.65,Low
15411,28,15,9,9,2.571428571,Medium
15412,24,2,3,7,2.35,Medium
15413,22,11,2,2,0.163636364,Low
15414,26,13,7,3,2.053846154,Medium
15415,8,2,2,7,4.35,Medium
15416,9,13,8,2,4.733333333,Medium
15417,9,19,1,8,0.033333333,Low
15418,11,17,7,2,2.827272727,Medium
15419,15,2,5,8,4.1,Medium
15420,10,6,7,2,5.3,High
15421,12,8,8,5,4.9,Medium
15422,19,16,6,2,1.378947368,Low
15423,12,3,7,7,5.4,High
15424,18,2,9,4,5.766666667,High
15425,29,16,8,9,1.834482759,Low
15426,25,17,1,3,-1.7,Low
15427,28,5,4,9,2.071428571,Medium
15428,1,4,1,9,29.7,
15429,5,3,2,4,6.4,High
15430,5,1,7,3,9.3,High
15431,12,6,4,7,3.3,Medium
15432,24,13,2,3,-0.35,Low
15433,10,1,2,9,3.8,Medium
15434,23,15,1,4,-1.195652174,Low
15435,11,15,3,2,1.227272727,Low
15436,23,19,7,4,1.004347826,Low
15437,4,14,9,3,9.2,High
15438,29,12,1,1,-0.865517241,Low
15439,11,13,3,8,1.627272727,Low
15440,10,1,9,8,7.3,High
15441,19,19,7,8,1.278947368,Low
15442,2,3,4,4,16.4,High
15443,20,9,3,7,1.2,Low
15444,16,16,5,8,1.175,Low
15445,28,18,9,6,1.971428571,Low
15446,12,17,1,5,-0.4,Low
15447,27,11,8,2,2.911111111,Medium
15448,24,5,8,6,4.25,Medium
15449,26,10,5,6,1.653846154,Low
15450,2,2,9,7,19.1,High
15451,28,6,7,5,3.371428571,Medium
15452,23,2,5,3,3.404347826,Medium
15453,9,16,9,5,4.633333333,Medium
15454,22,9,6,5,2.563636364,Medium
15455,29,13,9,2,2.934482759,Medium
15456,16,16,5,6,1.175,Low
15457,7,19,5,1,2.985714286,Medium
15458,15,6,8,2,4.8,Medium
15459,12,2,7,2,5.6,High
15460,21,6,5,1,2.728571429,Medium
15461,5,14,2,3,4.2,Medium
15462,26,7,6,9,2.753846154,Medium
15463,12,10,9,4,5,Medium
15464,11,2,4,5,4.327272727,Medium
15465,14,8,2,1,1.542857143,Low
15466,2,13,3,1,13.9,High
15467,23,18,7,2,1.204347826,Low
15468,17,1,1,2,2.064705882,Medium
15469,14,15,8,9,3.142857143,Medium
15470,27,8,9,6,4.011111111,Medium
15471,15,17,4,4,0.6,Low
15472,28,3,2,6,1.471428571,Low
15473,27,5,3,8,1.611111111,Low
15474,2,5,7,3,17.5,High
15475,8,8,4,6,4.15,Medium
15476,1,7,7,4,32.1,
15477,5,5,4,4,7,High
15478,10,6,3,7,3.3,Medium
15479,27,1,6,9,3.911111111,Medium
15480,6,7,9,9,8.1,High
15481,16,16,4,6,0.675,Low
15482,15,19,3,9,-0.3,Low
15483,2,8,3,6,14.9,High
15484,28,18,2,4,-1.528571429,Low
15485,12,11,9,5,4.8,Medium
15486,29,7,8,4,3.634482759,Medium
15487,7,19,8,3,4.485714286,Medium
15488,24,13,2,9,-0.35,Low
15489,26,10,8,9,3.153846154,Medium
15490,27,7,4,9,1.711111111,Low
15491,1,13,4,8,29.4,
15492,1,17,8,1,30.6,
15493,29,2,5,2,3.134482759,Medium
15494,22,17,2,2,-1.036363636,Low
15495,10,9,4,1,3.2,Medium
15496,22,12,1,2,-0.536363636,Low
15497,13,11,9,9,4.607692308,Medium
15498,8,8,5,5,4.65,Medium
15499,11,14,6,2,2.927272727,Medium
15500,11,17,8,7,3.327272727,Medium
15501,27,9,2,7,0.311111111,Low
15502,17,9,1,2,0.464705882,Low
15503,21,6,3,4,1.728571429,Low
15504,9,15,6,1,3.333333333,Medium
15505,22,19,4,8,-0.436363636,Low
15506,11,5,8,5,5.727272727,High
15507,13,19,8,8,2.507692308,Medium
15508,18,19,1,7,-1.633333333,Low
15509,21,6,8,2,4.228571429,Medium
15510,8,18,8,2,4.15,Medium
15511,9,14,4,7,2.533333333,Medium
15512,29,10,3,3,0.534482759,Low
15513,27,10,8,5,3.111111111,Medium
15514,28,5,4,1,2.071428571,Medium
15515,28,17,4,9,-0.328571429,Low
15516,9,9,2,6,2.533333333,Medium
15517,4,4,7,2,10.2,High
15518,4,6,4,1,8.3,High
15519,7,15,2,9,2.285714286,Medium
15520,3,11,2,9,8.8,High
15521,20,15,5,3,1,Low
15522,15,19,4,9,0.2,Low
15523,7,9,5,4,4.985714286,Medium
15524,18,6,7,5,3.966666667,Medium
15525,12,19,2,1,-0.3,Low
15526,17,5,5,1,3.264705882,Medium
15527,23,3,3,8,2.204347826,Medium
15528,29,12,4,9,0.634482759,Low
15529,27,17,2,4,-1.288888889,Low
15530,14,5,4,1,3.142857143,Medium
15531,13,4,7,3,5.007692308,High
15532,13,8,9,5,5.207692308,High
15533,17,8,8,6,4.164705882,Medium
15534,8,5,9,8,7.25,High
15535,29,3,5,4,2.934482759,Medium
15536,9,13,8,8,4.733333333,Medium
15537,12,11,1,1,0.8,Low
15538,15,9,3,6,1.7,Low
15539,21,13,7,4,2.328571429,Medium
15540,21,9,7,7,3.128571429,Medium
15541,7,15,7,8,4.785714286,Medium
15542,8,12,7,1,4.85,Medium
15543,18,19,3,8,-0.633333333,Low
15544,5,14,8,8,7.2,High
15545,25,18,1,8,-1.9,Low
15546,7,16,3,8,2.585714286,Medium
15547,15,4,7,8,4.7,Medium
15548,2,11,9,5,17.3,High
15549,18,13,9,5,3.566666667,Medium
15550,4,12,3,5,6.6,High
15551,17,16,6,7,1.564705882,Low
15552,3,10,5,2,10.5,High
15553,13,11,3,7,1.607692308,Low
15554,19,15,1,8,-0.921052632,Low
15555,23,8,9,2,4.204347826,Medium
15556,19,4,1,2,1.278947368,Low
15557,14,5,4,9,3.142857143,Medium
15558,28,12,7,2,2.171428571,Medium
15559,22,11,1,7,-0.336363636,Low
15560,6,2,7,1,8.1,High
15561,10,11,2,9,1.8,Low
15562,28,1,6,1,3.871428571,Medium
15563,5,9,6,2,7.2,High
15564,23,1,2,9,2.104347826,Medium
15565,22,10,1,3,-0.136363636,Low
15566,7,4,2,6,4.485714286,Medium
15567,19,12,3,1,0.678947368,Low
15568,16,7,6,1,3.475,Medium
15569,9,10,5,3,3.833333333,Medium
15570,25,12,4,3,0.8,Low
15571,20,7,8,7,4.1,Medium
15572,21,4,6,6,3.628571429,Medium
15573,29,1,5,9,3.334482759,Medium
15574,6,19,6,3,4.2,Medium
15575,8,2,4,2,5.35,High
15576,18,10,6,8,2.666666667,Medium
15577,17,8,9,3,4.664705882,Medium
15578,9,14,3,8,2.033333333,Medium
15579,4,17,2,9,5.1,High
15580,15,11,1,1,0.3,Low
15581,12,1,4,7,4.3,Medium
15582,15,12,9,6,4.1,Medium
15583,3,11,3,4,9.3,High
15584,18,14,9,8,3.366666667,Medium
15585,2,14,7,9,15.7,High
15586,10,13,8,9,4.4,Medium
15587,11,7,8,6,5.327272727,High
15588,7,3,7,5,7.185714286,High
15589,29,4,3,1,1.734482759,Low
15590,24,2,1,1,1.35,Low
15591,22,8,3,9,1.263636364,Low
15592,28,3,6,1,3.471428571,Medium
15593,10,14,8,9,4.2,Medium
15594,28,11,9,7,3.371428571,Medium
15595,13,16,4,6,1.107692308,Low
15596,3,4,8,4,13.2,High
15597,27,1,6,9,3.911111111,Medium
15598,17,4,3,5,2.464705882,Medium
15599,16,5,9,4,5.375,High
15600,3,9,5,3,10.7,High
15601,28,13,1,5,-1.028571429,Low
15602,29,17,5,4,0.134482759,Low
15603,1,5,6,9,32,
15604,13,12,5,8,2.407692308,Medium
15605,3,14,5,3,9.7,High
15606,25,11,3,6,0.5,Low
15607,23,15,9,7,2.804347826,Medium
15608,26,13,9,7,3.053846154,Medium
15609,20,6,1,5,0.8,Low
15610,29,3,9,4,4.934482759,Medium
15611,28,5,9,2,4.571428571,Medium
15612,15,1,5,7,4.3,Medium
15613,11,16,3,7,1.027272727,Low
15614,10,5,1,9,2.5,Medium
15615,9,19,4,8,1.533333333,Low
15616,1,4,1,5,29.7,
15617,9,1,6,6,6.133333333,High
15618,19,11,5,4,1.878947368,Low
15619,13,11,6,5,3.107692308,Medium
15620,18,2,7,4,4.766666667,Medium
15621,14,7,3,3,2.242857143,Medium
15622,18,10,6,6,2.666666667,Medium
15623,12,9,5,9,3.2,Medium
15624,19,3,9,4,5.478947368,High
15625,29,18,9,5,1.934482759,Low
15626,25,11,7,3,2.5,Medium
15627,24,15,7,3,1.75,Low
15628,14,15,1,3,-0.357142857,Low
15629,14,1,8,8,5.942857143,High
15630,10,10,6,3,4,Medium
15631,7,9,8,3,6.485714286,High
15632,22,15,9,5,2.863636364,Medium
15633,14,16,6,1,1.942857143,Low
15634,29,8,7,1,2.934482759,Medium
15635,18,11,3,8,0.966666667,Low
15636,10,5,4,1,4,Medium
15637,27,8,7,4,3.011111111,Medium
15638,2,10,9,3,17.5,High
15639,13,5,2,5,2.307692308,Medium
15640,27,14,6,3,1.311111111,Low
15641,10,6,2,7,2.8,Medium
15642,12,4,4,7,3.7,Medium
15643,22,13,2,9,-0.236363636,Low
15644,22,10,4,5,1.363636364,Low
15645,26,19,8,9,1.353846154,Low
15646,6,5,3,3,5.5,High
15647,24,18,5,4,0.15,Low
15648,25,4,3,9,1.9,Low
15649,22,19,2,6,-1.436363636,Low
15650,26,16,7,1,1.453846154,Low
15651,21,5,5,1,2.928571429,Medium
15652,4,16,9,5,8.8,High
15653,6,1,6,7,7.8,High
15654,9,6,9,1,6.633333333,High
15655,29,10,8,3,3.034482759,Medium
15656,28,13,3,3,-0.028571429,Low
15657,22,2,2,5,1.963636364,Low
15658,13,14,5,8,2.007692308,Medium
15659,28,17,9,5,2.171428571,Medium
15660,22,7,2,8,0.963636364,Low
15661,8,17,3,8,1.85,Low
15662,22,3,3,3,2.263636364,Medium
15663,16,17,6,3,1.475,Low
15664,1,6,5,4,31.3,
15665,3,17,6,6,9.6,High
15666,29,12,5,3,1.134482759,Low
15667,23,10,5,4,1.804347826,Low
15668,2,17,6,7,14.6,High
15669,1,9,1,3,28.7,
15670,7,14,4,5,3.485714286,Medium
15671,12,11,1,4,0.8,Low
15672,13,12,2,2,0.907692308,Low
15673,28,10,5,5,1.571428571,Low
15674,26,2,8,9,4.753846154,Medium
15675,2,5,9,1,18.5,High
15676,27,14,3,9,-0.188888889,Low
15677,25,17,5,2,0.3,Low
15678,20,13,3,9,0.4,Low
15679,2,7,9,4,18.1,High
15680,19,17,7,5,1.678947368,Low
15681,20,17,5,5,0.6,Low
15682,23,6,2,9,1.104347826,Low
15683,4,7,5,3,8.6,High
15684,11,14,9,4,4.427272727,Medium
15685,22,10,6,5,2.363636364,Medium
15686,25,12,9,6,3.3,Medium
15687,21,17,7,9,1.528571429,Low
15688,21,16,9,2,2.728571429,Medium
15689,6,4,4,1,6.2,High
15690,17,16,6,5,1.564705882,Low
15691,28,13,2,9,-0.528571429,Low
15692,24,9,1,7,-0.05,Low
15693,11,2,4,9,4.327272727,Medium
15694,19,4,4,1,2.778947368,Medium
15695,13,5,6,5,4.307692308,Medium
15696,14,4,6,3,4.342857143,Medium
15697,6,19,6,1,4.2,Medium
15698,13,8,5,8,3.207692308,Medium
15699,26,19,2,6,-1.646153846,Low
15700,6,5,2,5,5,Medium
15701,12,1,6,4,5.3,High
15702,6,5,4,6,6,High
15703,13,9,2,9,1.507692308,Low
15704,4,15,9,4,9,High
15705,21,14,7,2,2.128571429,Medium
15706,21,1,3,5,2.728571429,Medium
15707,20,7,4,1,2.1,Medium
15708,27,10,3,8,0.611111111,Low
15709,28,3,7,1,3.971428571,Medium
15710,21,17,5,6,0.528571429,Low
15711,21,15,7,5,1.928571429,Low
15712,3,12,3,3,9.1,High
15713,4,11,7,6,8.8,High
15714,10,12,5,6,3.1,Medium
15715,1,6,2,1,29.8,
15716,3,10,6,5,11,High
15717,9,4,3,5,4.033333333,Medium
15718,15,19,8,1,2.2,Medium
15719,17,18,2,7,-0.835294118,Low
15720,1,12,1,2,28.1,
15721,7,5,6,7,6.285714286,High
15722,19,8,5,7,2.478947368,Medium
15723,12,6,1,7,1.8,Low
15724,14,19,1,9,-1.157142857,Low
15725,19,8,1,1,0.478947368,Low
15726,16,8,6,1,3.275,Medium
15727,29,19,9,5,1.734482759,Low
15728,1,8,1,3,28.9,
15729,9,3,4,2,4.733333333,Medium
15730,13,14,1,9,0.007692308,Low
15731,5,10,8,8,8,High
15732,4,17,6,2,7.1,High
15733,10,8,3,7,2.9,Medium
15734,4,18,3,8,5.4,High
15735,18,4,1,3,1.366666667,Low
15736,11,3,1,1,2.627272727,Medium
15737,2,17,1,8,12.1,High
15738,1,18,2,1,27.4,
15739,8,19,4,1,1.95,Low
15740,12,13,5,5,2.4,Medium
15741,28,5,3,8,1.571428571,Low
15742,25,14,2,6,-0.6,Low
15743,14,2,1,7,2.242857143,Medium
15744,8,19,7,5,3.45,Medium
15745,18,4,7,7,4.366666667,Medium
15746,4,2,8,5,11.1,High
15747,4,16,5,1,6.8,High
15748,18,19,4,4,-0.133333333,Low
15749,14,14,1,5,-0.157142857,Low
15750,2,1,6,4,17.8,High
15751,2,8,6,5,16.4,High
15752,2,6,8,1,17.8,High
15753,3,12,6,2,10.6,High
15754,27,17,3,3,-0.788888889,Low
15755,27,14,9,7,2.811111111,Medium
15756,10,8,4,9,3.4,Medium
15757,5,9,3,9,5.7,High
15758,10,1,1,1,3.3,Medium
15759,26,1,7,4,4.453846154,Medium
15760,11,15,4,9,1.727272727,Low
15761,22,17,7,1,1.463636364,Low
15762,6,14,4,9,4.2,Medium
15763,1,10,5,2,30.5,
15764,3,18,1,2,6.9,High
15765,8,10,8,1,5.75,High
15766,27,6,2,9,0.911111111,Low
15767,17,17,7,8,1.864705882,Low
15768,24,17,9,6,2.35,Medium
15769,24,10,7,1,2.75,Medium
15770,12,15,3,8,1,Low
15771,16,3,3,9,2.775,Medium
15772,4,7,7,6,9.6,High
15773,2,2,3,7,16.1,High
15774,1,14,5,4,29.7,
15775,17,2,3,8,2.864705882,Medium
15776,4,16,4,4,6.3,High
15777,27,16,8,1,1.911111111,Low
15778,13,17,4,2,0.907692308,Low
15779,9,2,6,5,5.933333333,High
15780,4,19,1,5,4.2,Medium
15781,6,18,2,8,2.4,Medium
15782,13,3,1,8,2.207692308,Medium
15783,2,9,3,6,14.7,High
15784,7,6,7,5,6.585714286,High
15785,20,8,1,5,0.4,Low
15786,26,18,1,9,-1.946153846,Low
15787,20,13,5,6,1.4,Low
15788,13,11,4,2,2.107692308,Medium
15789,6,6,8,7,7.8,High
15790,28,14,1,3,-1.228571429,Low
15791,20,19,6,2,0.7,Low
15792,6,13,3,3,3.9,Medium
15793,15,5,2,2,2,Low
15794,26,12,5,1,1.253846154,Low
15795,12,17,7,3,2.6,Medium
15796,4,18,6,9,6.9,High
15797,10,8,5,8,3.9,Medium
15798,19,16,4,5,0.378947368,Low
15799,5,19,6,8,5.2,High
15800,28,12,7,7,2.171428571,Medium
15801,2,3,6,2,17.4,High
15802,13,6,8,9,5.107692308,High
15803,6,8,6,6,6.4,High
15804,25,11,8,5,3,Medium
15805,20,18,1,7,-1.6,Low
15806,6,11,4,7,4.8,Medium
15807,22,5,7,5,3.863636364,Medium
15808,5,13,5,4,5.9,High
15809,5,14,4,5,5.2,High
15810,11,13,8,7,4.127272727,Medium
15811,17,9,4,5,1.964705882,Low
15812,5,2,1,4,6.1,High
15813,28,5,6,8,3.071428571,Medium
15814,4,6,5,7,8.8,High
15815,21,14,8,9,2.628571429,Medium
15816,25,10,8,7,3.2,Medium
15817,20,10,6,9,2.5,Medium
15818,27,6,9,6,4.411111111,Medium
15819,25,14,9,9,2.9,Medium
15820,29,14,7,6,1.734482759,Low
15821,12,11,6,8,3.3,Medium
15822,8,4,8,9,6.95,High
15823,8,9,3,7,3.45,Medium
15824,4,15,1,6,5,Medium
15825,8,18,7,6,3.65,Medium
15826,9,18,3,9,1.233333333,Low
15827,22,15,8,7,2.363636364,Medium
15828,13,19,3,5,0.007692308,Low
15829,15,8,8,2,4.4,Medium
15830,16,16,6,8,1.675,Low
15831,19,11,4,6,1.378947368,Low
15832,9,1,7,2,6.633333333,High
15833,10,6,1,4,2.3,Medium
15834,24,15,7,9,1.75,Low
15835,14,4,7,2,4.842857143,Medium
15836,2,2,2,5,15.6,High
15837,6,12,4,4,4.6,Medium
15838,16,14,9,1,3.575,Medium
15839,22,14,1,7,-0.936363636,Low
15840,21,10,5,8,1.928571429,Low
15841,7,17,6,8,3.885714286,Medium
15842,26,4,8,6,4.353846154,Medium
15843,7,4,5,5,5.985714286,High
15844,16,12,1,5,-0.025,Low
15845,26,13,4,6,0.553846154,Low
15846,19,19,6,5,0.778947368,Low
15847,18,8,9,7,4.566666667,Medium
15848,16,2,6,1,4.475,Medium
15849,17,12,9,2,3.864705882,Medium
15850,22,9,4,5,1.563636364,Low
15851,26,5,3,4,1.653846154,Low
15852,29,11,9,1,3.334482759,Medium
15853,22,1,2,6,2.163636364,Medium
15854,25,12,8,5,2.8,Medium
15855,19,11,8,4,3.378947368,Medium
15856,29,16,7,1,1.334482759,Low
15857,15,6,3,5,2.3,Medium
15858,17,13,9,5,3.664705882,Medium
15859,27,6,4,7,1.911111111,Low
15860,13,14,1,4,0.007692308,Low
15861,20,6,9,6,4.8,Medium
15862,1,17,5,3,29.1,
15863,17,11,3,9,1.064705882,Low
15864,18,17,1,4,-1.233333333,Low
15865,21,19,8,6,1.628571429,Low
15866,12,17,9,5,3.6,Medium
15867,2,1,3,1,16.3,High
15868,23,15,3,6,-0.195652174,Low
15869,15,6,7,4,4.3,Medium
15870,8,7,6,8,5.35,High
15871,22,8,6,2,2.763636364,Medium
15872,26,17,8,6,1.753846154,Low
15873,10,6,6,7,4.8,Medium
15874,23,10,4,6,1.304347826,Low
15875,7,2,8,7,7.885714286,High
15876,4,7,9,1,10.6,High
15877,20,3,3,4,2.4,Medium
15878,19,8,1,4,0.478947368,Low
15879,28,17,7,2,1.171428571,Low
15880,26,2,6,5,3.753846154,Medium
15881,15,17,3,7,0.1,Low
15882,7,5,2,5,4.285714286,Medium
15883,15,19,7,9,1.7,Low
15884,28,9,2,4,0.271428571,Low
15885,23,11,5,1,1.604347826,Low
15886,9,1,3,2,4.633333333,Medium
15887,13,19,1,3,-0.992307692,Low
15888,20,5,5,2,3,Medium
15889,18,16,1,9,-1.033333333,Low
15890,12,6,8,1,5.3,High
15891,2,7,2,7,14.6,High
15892,19,10,7,7,3.078947368,Medium
15893,5,18,5,9,4.9,Medium
15894,2,14,8,6,16.2,High
15895,20,18,5,5,0.4,Low
15896,28,2,2,8,1.671428571,Low
15897,2,13,4,8,14.4,High
15898,24,1,5,6,3.55,Medium
15899,12,13,1,9,0.4,Low
15900,3,19,3,1,7.7,High
15901,17,19,2,1,-1.035294118,Low
15902,9,3,3,1,4.233333333,Medium
15903,21,15,5,5,0.928571429,Low
15904,16,4,2,9,2.075,Medium
15905,21,14,7,3,2.128571429,Medium
15906,1,6,7,1,32.3,
15907,8,9,2,8,2.95,Medium
15908,29,2,2,6,1.634482759,Low
15909,25,7,4,4,1.8,Low
15910,2,11,3,8,14.3,High
15911,24,7,1,5,0.35,Low
15912,24,4,7,6,3.95,Medium
15913,22,11,7,1,2.663636364,Medium
15914,23,18,1,1,-1.795652174,Low
15915,23,15,9,8,2.804347826,Medium
15916,9,15,7,2,3.833333333,Medium
15917,9,11,4,5,3.133333333,Medium
15918,17,19,9,9,2.464705882,Medium
15919,28,12,4,6,0.671428571,Low
15920,20,17,4,5,0.1,Low
15921,22,14,5,6,1.063636364,Low
15922,29,6,2,8,0.834482759,Low
15923,22,2,7,5,4.463636364,Medium
15924,8,14,9,6,5.45,High
15925,6,16,4,2,3.8,Medium
15926,27,3,7,3,4.011111111,Medium
15927,14,12,2,1,0.742857143,Low
15928,16,14,9,4,3.575,Medium
15929,21,12,4,1,1.028571429,Low
15930,10,14,3,5,1.7,Low
15931,27,11,6,7,1.911111111,Low
15932,12,16,2,2,0.3,Low
15933,29,9,4,1,1.234482759,Low
15934,1,17,3,9,28.1,
15935,2,3,6,5,17.4,High
15936,12,14,5,1,2.2,Medium
15937,8,6,8,4,6.55,High
15938,26,5,7,2,3.653846154,Medium
15939,4,4,9,8,11.2,High
15940,15,14,5,2,1.7,Low
15941,9,5,8,8,6.333333333,High
15942,2,5,9,7,18.5,High
15943,21,5,6,3,3.428571429,Medium
15944,23,2,4,4,2.904347826,Medium
15945,24,15,6,2,1.25,Low
15946,5,9,7,9,7.7,High
15947,24,2,4,7,2.85,Medium
15948,23,14,3,8,0.004347826,Low
15949,27,15,1,7,-1.388888889,Low
15950,12,17,2,8,0.1,Low
15951,23,2,7,8,4.404347826,Medium
15952,19,6,1,3,0.878947368,Low
15953,22,6,8,7,4.163636364,Medium
15954,14,16,8,8,2.942857143,Medium
15955,26,6,6,7,2.953846154,Medium
15956,15,17,9,6,3.1,Medium
15957,14,3,5,6,4.042857143,Medium
15958,16,11,4,4,1.675,Low
15959,19,18,4,3,-0.021052632,Low
15960,13,7,6,3,3.907692308,Medium
15961,13,5,3,5,2.807692308,Medium
15962,23,17,8,7,1.904347826,Low
15963,7,4,5,4,5.985714286,High
15964,2,7,1,4,14.1,High
15965,22,16,5,4,0.663636364,Low
15966,15,13,5,9,1.9,Low
15967,26,14,8,7,2.353846154,Medium
15968,3,19,7,2,9.7,High
15969,24,12,8,3,2.85,Medium
15970,18,3,4,2,3.066666667,Medium
15971,7,13,6,6,4.685714286,Medium
15972,20,15,7,1,2,Low
15973,16,5,1,6,1.375,Low
